;FE;E_batt;E_battEmptyPHEV;P_batt;P_fc;C3;C5;Em_elFC;Em_elVC;cd;cd_phev;Em_elBatt;L;D;r;C_fuel;C_batt;C_fc;X1;X2;X3;X4;X5;X6;X7;X8;X9;X10;X11;X12;X13;X14;C_main;m_curb;C_msrp;P_battSet;E_battSet;P_fcSet;C_battSet;C_fcSet;CF;w_h2;w_synth;s_ren;Number;fe_phev_cd;fe_phev_cs;c_phev_el;c_phev_synth
27;15.0434;71.6456;0.0;0.0;0.0;94.0037;0.0;315.4186;536.3625;0.0;0.2858;824.6771;15.0469;11356.6461;7.4714;0.4238;183.7069;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;28;0.0;0.0;0.0;0.0
28;16.2544;49.665;0.0;0.0;0.0;93.6771;0.0;283.6132;523.6223;0.0;0.472;823.8023;16.3548;11707.5174;7.0754;0.4895;173.4865;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;29;0.0;0.0;0.0;0.0
29;16.1183;65.397;0.0;0.0;0.0;95.0468;0.0;212.7122;526.5497;0.0;0.052;730.8212;16.1064;10363.2601;7.8309;0.3772;186.4401;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;30;0.0;0.0;0.0;0.0
30;15.4057;65.9663;0.0;0.0;0.0;93.3924;0.0;257.7943;581.4584;0.0;0.3919;837.16;16.1796;11516.0256;7.3126;0.2843;163.7978;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;31;0.0;0.0;0.0;0.0
31;16.5475;58.0902;0.0;0.0;0.0;93.3404;0.0;394.792;563.1733;0.0;0.9342;841.486;16.632;11106.2947;7.9243;0.2575;165.1315;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;32;0.0;0.0;0.0;0.0
32;15.1855;63.1934;0.0;0.0;0.0;94.5065;0.0;321.1156;523.6551;0.0;0.17;811.6378;16.6703;11359.3836;7.1428;0.3156;190.9831;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;33;0.0;0.0;0.0;0.0
33;16.819;61.2527;0.0;0.0;0.0;93.0482;0.0;341.4675;517.785;0.0;0.6742;730.4505;16.4241;10145.7597;7.5248;0.3426;185.6348;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;34;0.0;0.0;0.0;0.0
34;16.3133;74.3953;0.0;0.0;0.0;93.1622;0.0;309.8894;526.2495;0.0;0.9984;833.3411;16.7682;10872.8527;7.1337;0.4885;169.4589;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;35;0.0;0.0;0.0;0.0
35;16.5733;43.076;0.0;0.0;0.0;94.2931;0.0;222.3824;521.3812;0.0;0.5559;742.9268;15.1096;10595.8861;7.4249;0.2465;161.193;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;36;0.0;0.0;0.0;0.0
36;15.5881;57.7366;0.0;0.0;0.0;95.806;0.0;244.0712;568.791;0.0;0.5713;814.0555;15.8412;11381.0188;7.5125;0.2137;174.2426;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;37;0.0;0.0;0.0;0.0
37;16.7548;79.2841;0.0;0.0;0.0;95.8575;0.0;303.7525;524.2684;0.0;0.2505;740.2138;15.2835;10189.551;7.9295;0.2171;162.5401;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;38;0.0;0.0;0.0;0.0
38;16.1663;50.5559;0.0;0.0;0.0;93.0406;0.0;238.1039;527.4312;0.0;0.1902;805.8227;16.1653;11990.5774;7.9327;0.4459;172.0594;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;39;0.0;0.0;0.0;0.0
39;16.1314;45.4411;0.0;0.0;0.0;94.8971;0.0;344.369;513.487;0.0;0.5303;874.6109;15.4089;10480.1615;7.1609;0.2192;191.6907;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;40;0.0;0.0;0.0;0.0
40;16.9061;70.4389;0.0;0.0;0.0;94.6911;0.0;295.9815;520.1359;0.0;0.5517;834.2239;16.0221;10008.4488;7.8224;0.3807;173.5905;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;41;0.0;0.0;0.0;0.0
41;16.4598;62.372;0.0;0.0;0.0;93.8344;0.0;244.8076;510.4323;0.0;0.3667;827.6025;16.2721;11751.3604;7.003;0.2644;191.4094;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;42;0.0;0.0;0.0;0.0
42;15.2427;58.9215;0.0;0.0;0.0;93.7949;0.0;333.9456;597.5802;0.0;0.2675;720.2115;15.5818;11273.7643;7.0718;0.4393;188.3533;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;43;0.0;0.0;0.0;0.0
43;16.7692;42.175;0.0;0.0;0.0;95.0933;0.0;298.8133;595.89;0.0;0.5118;733.119;16.3344;11549.3983;7.4701;0.3566;192.9158;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;44;0.0;0.0;0.0;0.0
44;16.3708;52.5786;0.0;0.0;0.0;95.0523;0.0;329.5573;504.1258;0.0;0.7624;769.9171;16.3155;11307.0211;7.0866;0.4738;193.2681;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;45;0.0;0.0;0.0;0.0
45;16.8135;65.919;0.0;0.0;0.0;93.5891;0.0;259.4968;528.4381;0.0;0.8303;841.1855;16.0776;11122.1718;7.0823;0.3442;183.8947;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;46;0.0;0.0;0.0;0.0
46;16.4713;42.7342;0.0;0.0;0.0;95.0252;0.0;260.6416;587.8702;0.0;0.6609;772.8317;15.8393;11417.2136;7.0211;0.2219;181.8764;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;47;0.0;0.0;0.0;0.0
47;15.085;74.0443;0.0;0.0;0.0;93.7852;0.0;370.0099;548.2409;0.0;0.3405;709.9883;15.4173;11954.1805;7.5769;0.4706;170.9265;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;48;0.0;0.0;0.0;0.0
48;16.5;73.1051;0.0;0.0;0.0;94.0771;0.0;281.117;515.989;0.0;0.8566;796.204;15.6486;11528.7273;7.3314;0.445;191.9681;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;49;0.0;0.0;0.0;0.0
49;16.4494;53.0147;0.0;0.0;0.0;93.9757;0.0;308.7053;535.0593;0.0;0.3328;715.5937;15.4964;10318.864;7.1143;0.3662;166.8821;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;50;0.0;0.0;0.0;0.0
50;15.4016;64.8764;0.0;0.0;0.0;93.2306;0.0;201.7157;533.5514;0.0;0.9825;854.0291;16.6172;11208.6974;7.4366;0.3935;188.4436;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;51;0.0;0.0;0.0;0.0
51;15.5176;67.9284;0.0;0.0;0.0;94.3285;0.0;232.5108;554.834;0.0;0.4362;856.9477;15.9886;10815.4242;7.9831;0.3475;187.9102;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;52;0.0;0.0;0.0;0.0
52;15.4978;47.7263;0.0;0.0;0.0;93.1522;0.0;313.4571;566.4483;0.0;0.8701;798.3327;15.3538;11479.2708;7.8051;0.4066;184.8524;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;53;0.0;0.0;0.0;0.0
53;15.8768;75.8751;0.0;0.0;0.0;93.7136;0.0;373.6671;539.4856;0.0;0.7831;762.6058;16.7243;10621.7888;7.6473;0.3872;168.7349;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;54;0.0;0.0;0.0;0.0
54;15.6561;71.7047;0.0;0.0;0.0;95.207;0.0;321.6734;507.7002;0.0;0.6996;736.8589;16.4271;11777.6718;7.7113;0.2368;177.0628;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;55;0.0;0.0;0.0;0.0
55;16.7609;73.4455;0.0;0.0;0.0;94.0094;0.0;210.6914;546.2104;0.0;0.2575;858.4265;16.8359;10761.6627;7.7175;0.3878;192.1973;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;56;0.0;0.0;0.0;0.0
56;15.8016;76.7021;0.0;0.0;0.0;95.2128;0.0;222.7765;569.1911;0.0;0.2532;705.6674;16.1457;11793.9863;7.2337;0.4674;178.0495;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;57;0.0;0.0;0.0;0.0
57;15.2941;61.1448;0.0;0.0;0.0;94.3845;0.0;221.5004;544.4992;0.0;0.2004;747.95;16.2739;10513.4898;7.0314;0.3088;176.5653;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;58;0.0;0.0;0.0;0.0
58;16.8365;68.0386;0.0;0.0;0.0;94.0466;0.0;346.3233;511.9744;0.0;0.4998;792.9898;16.6487;11360.123;7.9742;0.2579;172.2741;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;59;0.0;0.0;0.0;0.0
59;15.2389;69.4715;0.0;0.0;0.0;95.4235;0.0;380.5881;555.9159;0.0;0.4409;893.0217;16.081;10235.0468;7.964;0.2517;168.4478;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;60;0.0;0.0;0.0;0.0
60;16.0013;44.1053;0.0;0.0;0.0;94.5352;0.0;325.6594;507.2571;0.0;0.493;710.3676;15.3398;11623.5999;7.1752;0.2278;166.7572;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;61;0.0;0.0;0.0;0.0
61;16.2153;61.1587;0.0;0.0;0.0;93.1166;0.0;326.7947;515.702;0.0;0.354;819.5401;16.2129;11854.5612;7.4287;0.3604;185.9229;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;62;0.0;0.0;0.0;0.0
62;15.8191;70.2884;0.0;0.0;0.0;93.642;0.0;379.3326;509.7115;0.0;0.2466;894.4911;15.6459;11223.0738;7.4523;0.3204;181.5625;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;63;0.0;0.0;0.0;0.0
